%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
92400000000,923,92400000000,base_link,0,0,35.8594554104,-108.236838849,12.5345013006,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
92500000000,924,92500000000,base_link,0,0,35.8594569484,-108.236838236,12.4583419607,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
92600000000,925,92600000000,base_link,0,0,35.8594561958,-108.236839078,12.5256404908,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
92700000000,926,92700000000,base_link,0,0,35.8594558034,-108.236838413,12.4581782567,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
92800000000,927,92800000000,base_link,0,0,35.8594550554,-108.236838625,12.4605522641,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
92900000000,928,92900000000,base_link,0,0,35.8594562564,-108.236839454,12.5111389476,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
93000000000,929,93000000000,base_link,0,0,35.8594559433,-108.236838981,12.5185884585,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
93100000000,930,93100000000,base_link,0,0,35.859455914,-108.236839365,12.4886273382,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
93200000000,931,93200000000,base_link,0,0,35.8594557568,-108.236838489,12.4345343196,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
93300000000,932,93300000000,base_link,0,0,35.8594558513,-108.23683906,12.4641906672,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
93400000000,933,93400000000,base_link,0,0,35.8594560249,-108.236839127,12.5141910404,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
93500000000,934,93500000000,base_link,0,0,35.8594562804,-108.236838595,12.4741426594,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
93600000000,935,93600000000,base_link,0,0,35.8594561158,-108.236838609,12.4360364698,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
93700000000,936,93700000000,base_link,0,0,35.8594564128,-108.236838374,12.4689263144,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
93800000000,937,93800000000,base_link,0,0,35.8594552097,-108.23683837,12.463930628,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
93900000000,938,93900000000,base_link,0,0,35.8594562349,-108.236839332,12.5132393039,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
94000000000,939,94000000000,base_link,0,0,35.8594559662,-108.236838223,12.5189411857,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
94100000000,940,94100000000,base_link,0,0,35.8594553515,-108.236838426,12.4916035551,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
94200000000,941,94200000000,base_link,0,0,35.8594564565,-108.236839524,12.4903266974,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
94300000000,942,94300000000,base_link,0,0,35.8594560497,-108.23683872,12.4829223091,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
94400000000,943,94400000000,base_link,0,0,35.8594548544,-108.236838191,12.5106927891,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
94500000000,944,94500000000,base_link,0,0,35.859455746,-108.236838788,12.508867574,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
94600000000,945,94600000000,base_link,0,0,35.8594560937,-108.236838491,12.4475744149,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
94700000000,946,94700000000,base_link,0,0,35.859455934,-108.236838588,12.5070106682,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
94800000000,947,94800000000,base_link,0,0,35.8594572225,-108.236839182,12.4622932648,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
94900000000,948,94900000000,base_link,0,0,35.859455304,-108.236838296,12.4882831763,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
95000000000,949,95000000000,base_link,0,0,35.8594562873,-108.236838857,12.4743630078,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
95100000000,950,95100000000,base_link,0,0,35.8594570315,-108.236839013,12.4978681353,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
